Id,If you liked,Reccomendation 1,Reccomendation 2,Reccomendation 3,Reccomendation 4,Reccomendation 5
-1251258405608426882,Use Poka-Yoke Technique to Improve Software Quality,Uber China will reportedly merge with archrival Didi Chuxing,Dries Buytaert: Advancing Drupal's web services,WeChat's competitor to Slack has arrived,"There will be a Drupal 9, and here is why",WeChat's world
-1242702988593021334,PHP 7 Support in PhpStorm 2016.2,Graphene and Silly Putty Creates a Super-Sensitive Strain Sensor,Esse bot do Facebook Messenger te ajuda a estudar para o ENEM,Inteligência artificial do Google é capaz de fazer leitura labial | Google Discovery,Google's new translation software is almost as good as human translators,3M e o perfil intraempreendedor | Endeavor Brasil
-1199490911632553070,Our password hashing has no clothes,Omnitone: Spatial audio on the web,A New Number Format for Computers Could Nuke Approximation Errors for Good,Deep Learning Race: A Survey of Industry Players' Strategies - Intuition Machine,Paragraphs,Deep Learning Demystified
-1196068832249300490,The 'impossible' is now a reality,"Margaret Gould Stewart: How giant websites design for you (and a billion others, too)",O machismo também mora nos detalhes - Think Olga,What exactly is a design culture?,"Inbox by Gmail: a better way to keep track of events, newsletters and links",A nova marca da HP foi criada (e rejeitada) 5 anos atrás
-1192619987285372590,Apache Spark 2.0 Preview: Machine Learning Model Persistence,8 Best Machine Learning Cheat Sheets,Are Chatbots Really The Future Of Web Design?,Google connects BigQuery to Google Drive and Sheets,"Need Some AI? Yeah, There's a Marketplace for That",The Risks and Rewards of Fully Decoupling Drupal | Acquia
-1181242543195516037,Asus ready to take bite of 'Pi' market with Tinker micro PC,Google's Tensor Processing Unit explained: this is what the future of computing looks like,KFC chinês adota robô que escaneia clientes para sugerir menu - Startupi,"STEMTera, uma protoboard com Arduino Uno embutido","""5G está para IoT como 4G esteve para o Smartphone"", saiba as apostas da Intel para 2017",Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi
-1178371721262103855,"Ultrapar, por meio da Ipiranga, assina compra da Ale por R$ 2,17 bilhões",Lista tem 15 dicas para Google Docs; teste,O uso da vírgula e seus pré-requisitos - Português,Portugal runs for four days straight on renewable energy alone,Startups apostam em aplicativos que conectam fretes e caminhoneiros,Ultrapar aprova investimento adicional de R$ 196 milhões para a Ipiranga
-1173087925894083974,AI can learn from data without ever having access to it,Understanding the Twitter topic Tracker,2016 will be the year of conversational commerce - Chris Messina,Why Steve Jobs Was Proud to Steal Ideas,The Competitive Landscape for Machine Intelligence,Caravel: Airbnb's data exploration platform - Airbnb Engineering & Data Science
-1151034582628982912,New JavaScript library brings Java to browsers without applets,Firefox edges out Microsoft globally for first time in browser wars | StatCounter Global Stats,Java Collections Cheat Sheet,8 things to expect from Google's biggest event of the year,Behold.ai launches artificially intelligent medical software to find abnormalities faster,"Twitter killed Magic Recs, the only useful bot there is"
-1129449063360470561,Google agora informa em tempo real se estabelecimento está lotado - Startupi,Google Maps agora mostra se local tem entrada com acessibilidade | Google Discovery,"""5G está para IoT como 4G esteve para o Smartphone"", saiba as apostas da Intel para 2017",Put a ring on it: three smart rings with plenty of beauty and brains,Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,Add images to questions and answers in Google Forms
-1124738136890721085,A Baseline for Hybrid Mobile Developers,CSS Containment in Chrome 52 | Web Updates - Google Developers,Leveling Up Your JavaScript -,Facebook testa dividir conteúdos da rede por temas,Why You Should Stop Installing Your WebDev Environment Locally - Smashing Magazine,3M e o perfil intraempreendedor | Endeavor Brasil
-1123543351704082417,Xamarin gratuito no Visual Studio (Channel 9),"Apple Releases iOS 10 With Redesigned Lock Screen, New Messages Features, Third-Party Siri, and More",Setting Up HTTP(S) Load Balancing,"O que aprendemos com os modelos de gestão da Google, Netflix e Dell  Leia mais em Endeavor @ https://endeavor.org.br/modelo-gesta-dell-netflix-google/",Visual C++ for Linux Development,SIG Combibloc lança campanha para Américas e consolida sua proposta de valor
-1114438937697017987,"Amazon open-sources its own deep learning software, DSSTNE","Shuddle, the Uber-like service for getting your kids around, is shutting down tomorrow",Deep learning software knows that a rose is a rose is a rosa rubiginosa,The AI business landscape,New Sessions Added To Google I/O 2016 Schedule,Event Map For Google I/O 2016 Released
-1111518890369033396,The Business Case for Progressive Web Apps,I Peeked Into My Node_Modules Directory And You Won't Believe What Happened Next - friendship .js,You don't talk about refactoring club,Effective learning through code workshops | Box Blog,"HoloLens, da Microsoft, engana o usuário para consertar conexões falhas do cérebro",Bringing easy and fast checkout with Payment Request API | Web Updates - Google Developers
-1101832997669013246,Visa Introduces NFC-Enabled Payment Ring for Team Visa Sponsored Athletes to Use at Rio 2016 Olympic Games,Especial: 5 startups brasileiras que podem tornar-se Unicórnios,Meio&Mensagem,Slice Labs raises $3.9M to insure on-demand workers when they're on the job,Brazil's Bank Itaú Joins R3 Blockchain Consortium - CoinDesk,#FinTech is all about human-centred design - Chris Skinner's blog
-1101361754763388054,Browser Trends December 2016: Mobile Overtakes Desktop,A New Number Format for Computers Could Nuke Approximation Errors for Good,Why You Should Stop Installing Your WebDev Environment Locally - Smashing Magazine,HHVM vs PHP 7 - The Competition Gets Closer - Kinsta,Aplicação de visão computacional com OpenCV,Java 8 Streams : 10 missing features
-1088742830039453732,The next stop on the road to revolution is ambient intelligence,The next AI is no AI,Building AI Is Hard-So Facebook Is Building AI That Builds AI,The omnichannel customer experience is poised to take off in regulated industries,Cracks are showing in Uber but the company coming out of the shell is not what you thought,Five things to include in your digital transformation playbook
-1073835383506921412,Create a Slack Bot to Interact with Your Wiki,Telegram Bolsters Bot API with New Gaming Functionality,Making email safer with new security warnings in Gmail,Google planeja ferramentas de inteligência artificial para Raspberry Pi | Google Discovery,Cloud Identity and Access Management - Google IAM,How to Start a Telegram Bot With PHP
-1072987232233605661,IBM Watson e a revolução pela inteligência artificial | Udacity,Graphene and Silly Putty Creates a Super-Sensitive Strain Sensor,3M e o perfil intraempreendedor | Endeavor Brasil,Veja como funciona o assistente da Adobe que faz edições com comandos de voz,Kickstarter 3D printer will print circuit boards as part of your designs,6 New Tech Gadgets That Will Simplify Your Life in 2017
-1068603220639552685,Onde a tecnologia e o cuidado se encontram? - Saúde Business,[Coursera] Introduction to Communication Science - University of Amsterdam | Coursera,[Framework] Lean IT Governance,Saúde entra na era da indústria 4.0 | EXAME.com,[Tools] XMind Plus - Last Chance for students' 1$ gift,[Paper] Portfolio Management White Paper
-1055630159212837930,Facial recognition systems stumble when confronted with million-face database,Artificial Intelligence's White Guy Problem,Former NASA chief unveils $100 million neural chip maker KnuEdge,Artificial intelligence is changing SEO faster than you think,Transfer Style But Not Color,Google connects BigQuery to Google Drive and Sheets
-1051830303851697653,Google Drive Is Scary-Smart at Searching Your Images,Google Cloud Status,Startup aims to use machine learning to make mobile notifications good,Scanning hyperspace: how to tune machine learning models,Powering a more connected and collaborative enterprise,Chromebase for meetings makes video-conferencing personal and simple
-1039912738963181810,"Apple launches Safari Technology Preview, a browser for developers including experimental web features",Machine Learning is Fun! Part 2,Machine Learning is Fun!,LukeW | Obvious Always Wins,Adulterated Objective-C,"Facebook's New Mobile Test Framework Births Bottom Tab Bar Navigation Redesign For iOS 5, 6, & 7"
-1033806831489252007,React Native v0.32.0-rc.0 released,The Progress of Web Apps - On the Edge,Características de Arquiteturas Evolutivas,Gmail e Inbox by Gmail terão suporte a e-mails com design responsivo | Google Discovery,Creating a scalable API with microservices,10 Free Screen Readers For Blind Or Visually Impaired Users - Usability Geek
-1022885988494278200,12 JavaScript Hacks,Learn TypeScript in 30 Minutes,"Finally, CSS In JavaScript! Meet CSSX - Smashing Magazine",Feito por Elas #01 Agnieszka Holland | AntiCast,Asus ready to take bite of 'Pi' market with Tinker micro PC,15 Interesting JavaScript and CSS Libraries for September 2016
-1021685224930603833,Indústria 4.0: desafios e oportunidades,"Who Owns Digital Transformation? According To A New Survey, It's Not The CIO",Why Many Smart Contract Use Cases Are Simply Impossible - CoinDesk,The future of agriculture - Jim Womack visits a lean farm,Why Introverts Are Better at Sales Than Extroverts,Cientistas trabalham em técnica que permite imprimir alimentos
-1006791494035379303,"Google unleashes DeepMind on energy-hungry datacenter, cutting cooling bill by 40 percent",Production Ready Jenkins 2.0 in Two Steps with Docker,Coca-Cola reportedly closes Founders startup incubator,Finding The Meaning Of Artificial Intelligence At Google I/O,"Google launches Springboard, an AI-powered assistant for its enterprise customers",Enable the new Google Contacts for your users from the Admin console
-998818216447049475,Introducing Style Detection for Google Cloud Vision API,Telegram Bolsters Bot API with New Gaming Functionality,Cloud Identity and Access Management - Google IAM,Google planeja ferramentas de inteligência artificial para Raspberry Pi | Google Discovery,Announcing Docker Hub Classic,Making email safer with new security warnings in Gmail
-986193709330758766,System Code Geeks are giving away a FREE Sublime Text Editor License,Google lança Cloud Functions,Google Jamboard Is a Huge 4K Screen You Can Scribble On,Anti-If: The missing patterns,What Color is Your Function?,Vision API - Image Content Analysis
-986027724303592548,Neural networks are inadvertently learning our language's hidden gender biases,Workplace diversity in Brazil: there's still a long way to go,"Para rebater Estatuto da Família, campanha muda significado de 'família' no Dicionário Houaiss",YouTube chama seus criadores de conteúdo para a campanha mundial #OrgulhoDeSer,"TRF mantém resolução que proíbe ""cura gay"" - Jornal Opção",The Genderbread Person v3 | It's Pronounced Metrosexual
-973131232603202326,Infographic Dutch Fintech Scene - HollandFintech.com,Qual o estágio de transformação digital das empresas? Líderes de TI compartilham experiências,Taco Bell chega ao Brasil no segundo semestre desse ano,TECNISA melhora performance de marketing digital com estratégias em parceira com o Google,Como Startups e Grandes Empresas podem colaborar para Inovar mais e melhor,Time Pressure: Behavioral Science Considerations for Mobile Marketing
-969155230116728853,Learn Hiragana: The Ultimate Guide,Como são escrita as risadas em japonês? - Suki Desu,"The Algorithm March, Japan's Strangely Entertaining Exercise",Japanese for dummies,How to E-Mail a Busy Person & get a Reply - Desk of van Schneider,The Hardest Part About Microservices: Your Data
-958925381525830552,Monitor your application errors with Stackdriver Error Reporting,"Thunder, a Drupal distribution for publishers",Google Cloud Datastore gets faster cross-platform API,What's the Best Cloud? Probably GCP,Debugging WordPress: 11 Powerful Tips and Techniques,An overview of web service solutions in Drupal 8
-945863510619496974,HHVM vs PHP 7 - The Competition Gets Closer - Kinsta,Why You Should Stop Installing Your WebDev Environment Locally - Smashing Magazine,It's Time to Unlearn Everything You Know About Java Exceptions | Takipi Blog,Search API,The Joel Test: 12 Steps to Better Code,Browser Trends December 2016: Mobile Overtakes Desktop
-927862226557602150,Novo Honda Civic é eleito o carro mais seguro dos EUA,Nintendo to Release Mini NES with 30 Pre-Loaded Games in November!,Globo G1 lança Bot para o Telegram que te ajuda a estudar para o Enem,Elasticsearch: CSV exporter for Kibana Discover,Google believes its superior AI will be the key to its future,Generative Models
-912681925384819247,15 Interesting JavaScript and CSS Libraries for September 2016,30 Learning Resources For Mastering Angular 2,Telegram Bolsters Bot API with New Gaming Functionality,Making email safer with new security warnings in Gmail,Learn TypeScript in 30 Minutes,Cloud Identity and Access Management - Google IAM
-908052164352446106,IoT a favor do relacionamento médico-paciente,This Tiny Robot Lets You Play God With Huge AI,U.S. Track Cycling Team Training for Rio Olympics with Smart Sunglasses,Aplicativos do Android agora podem reagir com o ambiente | Google Discovery,Google Now on Tap estreia no Brasil | Google Discovery,The Democratization of Innovation for the Internet of Things
-885886002174762919,"Onion Creates a $5 Linux Computer with Wi-Fi, Designed for IoT Applications",Behold.ai launches artificially intelligent medical software to find abnormalities faster,"Cheap, Rugged Sweat-Sensing Skin Patch Hints at Bloodless Testing",Skully officially admits it's over,Advanced Android Espresso,Como a Microsoft está trabalhando com o conceito de IoT - Startupi
-885453047081832598,What Google AMP Means for Every Marketer,Blockchain won't kill banks: Bitcoin pioneer,The End Of Apps As We Know Them - Inside Intercom,Google will stop supporting physical Google Wallet cards on June 30,The next stop on the road to revolution is ambient intelligence,Cognizant Named a Digital Transformation Leader in the Life Science Industry
-879594538384021068,O manual do deboísta corporativo,Coca-Cola Brasil entra no mercado de café,Live asynchronously.,The Internet of Things is looking for its VisiCalc,Coca-Cola Is Paying $575 Million for Unilever's Soy Drink Business,Effective learning through code workshops | Box Blog
-873780453963615794,Taco Bell chega ao Brasil no segundo semestre desse ano,Netshoes é grande vencedora do Prêmio BR Week 2016,Locaweb compra plataforma de e-commerce FBITS - B!T magazine,TECNISA melhora performance de marketing digital com estratégias em parceira com o Google,"Conheça o GoBox, marketplace do Grupo Abril - VEJA.com",Alibaba quebra recorde de vendas no Dia dos Solteiros - e-commerce
-862645085190435621,B2B Ecommerce Growing; Becoming More Like B2C,The return of the machinery question,The Difference Between Sympathy And Empathy - Expanded Consciousness,Cracks are showing in Uber but the company coming out of the shell is not what you thought,The omnichannel customer experience is poised to take off in regulated industries,Microsoft's CEO Explores How Humans and A.I. Can Solve Society's Challenges-Together
-861913102049789637,Transfer Style But Not Color,Google connects BigQuery to Google Drive and Sheets,Google lags behind Amazon and Microsoft's cloud in one important area,Services | RaRe Technologies,"Pinterest acquires the team behind Fleksy, a custom iOS and Android keyboard",The emerging Darwinian approach to analytics and augmented intelligence
-860914756454619650,Nvidia announces a supercomputer aimed at deep learning and AI,5 Skills You Need to Become a Machine Learning Engineer | Udacity,Free online Game AI Classes - Apex Game Tools,Generative Models,Humans Can Still Do One Thing Better Than AI,When Is the Singularity? Probably Not in Your Lifetime
-860751600992244121,Pega até em marte! TP-Link lança extensor de WiFi que tem alcance de 3 km²!,8 things to expect from Google's biggest event of the year,Behold.ai launches artificially intelligent medical software to find abnormalities faster,"Cheap, Rugged Sweat-Sensing Skin Patch Hints at Bloodless Testing",Twitter adds a button to help you train its algorithm,These gloves can convert sign language into spoken English
-825802007843492131,[PDUs] Webinars Gravados realizados pelo PMI São Paulo e pela FIXE,[Free Course] Running Valuable Design Sprints - University of Virginia | Coursera,[PayPal] Postos Shell adotam pagamento no smartphone,[Videos] Bill Gross: The single biggest reason why startups succeed,[Videos] This fake TED Talk about nothing might be the best you've ever seen,[Tools] See how the JIRA Portfolio team uses JIRA Portfolio
-823697973575832204,Google now uses machine learning to make reading comics on phones easier,Google buys machine learning startup Moodstock to help your phone's camera identify objects,"Android N Developer Preview 2, out today! | Android Developers Blog",WATCH: Bacteria Invade Antibiotics And Transform Into Superbugs,Why porting an iOS design to Android will not work,"Hello, a nova rede social do Orkut, está liberada no Brasil"
-820343972901090172,Stop saying learning to code is easy.,Post: Just Say mNo to Hungarian Notation,Alecrim/AlecrimCoreData,Ultimate AI battle - Apple vs. Google,Beyond Progressive Web Apps Part 1,Anti-If: The missing patterns
-817129654810180675,Humanos seriam desse jeito se evoluíssem para sobreviver a acidentes de carro,Google Cloud Platform: The smart person's guide - TechRepublic,15 Interesting JavaScript and CSS Libraries for October 2016,The Java 8 API Design Principles,"How to build a robot that ""sees"" with $100 and TensorFlow",Dark Scrum
-816352740763488513,Manage Client-Side Packages with Bower - ASP.NET documentation,PowerShell is open sourced and is available on Linux,bliki: StranglerApplication,A Googler analyzed a billion files to settle the programming dispute made famous by HBO's 'Silicon Valley',Android Studio 2.2,The hardest thing in computer science
-799315203186826480,What to Expect at WWDC 2016,Here are the SDKs Top Mobile Apps Use,How Apple Keyboards Lost a Logo and Windows PCs Gained One,Apple Releases First Preview of Swift 3.0 for Developers,Alecrim/AlecrimCoreData,WWDC 2016 preview: How to watch &amp; what to expect at Apple's event on Monday
-793729620925729327,Closure Compiler in JavaScript,A Googler analyzed a billion files to settle the programming dispute made famous by HBO's 'Silicon Valley',"CSP Is Dead, Long Live CSP! On the Insecurity of Whitelists and the Future of Content Security Policy",Add images to questions and answers in Google Forms,You SHOULD Learn Vanilla JavaScript Before JS Frameworks - Snipcart,gotwarlost/istanbul
-790959521412948853,"Microsoft lança Teams, nova plataforma de chat concorrente do Slack | MacMagazine.com.br",AI can learn from data without ever having access to it,Esse bot do Facebook Messenger te ajuda a estudar para o ENEM,How Google's AI paved the way for the next generation of bots,Elastic Stack 5.0.0 Released,O RH chega ao board
-788035419968530567,Especial: 5 startups brasileiras que podem tornar-se Unicórnios,Accenture amplia atuação no Brasil,"Dilma Rousseff's Impeachment Isn't a Coup, It's a Cover-Up",Meet the new Brazilian consumer,Google will stop supporting physical Google Wallet cards on June 30,Como Startups e Grandes Empresas podem colaborar para Inovar mais e melhor
-782975839522191154,Correios lança serviço de logística integrada para e-commerce - IDG Now!,Facebook cria e-commerce para concorrer com eBay,Pega até em marte! TP-Link lança extensor de WiFi que tem alcance de 3 km²!,Vendas da Netshoes crescem 267% em dispositivos móveis no 1º semestre - 24Brasil,Netshoes e Zattini anunciam 30 dias de Black Friday,Why Digital Computers Can't Have Consciousness
-759389978085260161,Top 30 Commonly Confused Words in English,Stop Trying to Sound Smart When You're Writing,The Three Language Acquisition Stages,How to E-Mail a Busy Person & get a Reply - Desk of van Schneider,8 of the Sweetest Words for Candy,Java Microservices: The Cake is a Lie but You Can't Ignore It | Takipi Blog
-746073086109727488,How to get the most from your agency relationships in 2017,Cafeteria compra item de Pokémon Go para aumentar movimento - e funciona,IBM makes a big shift into cognitive computing,Can Accenture Take Over Advertising?,Digital Leadership Is Not an Optional Part of Being a CEO,"thinkseg traz o seguro ""pague conforme você usa"" para taxistas"
-742603651309629354,JetBrains DataGrip: Your Swiss Army Knife for Databases and SQL,Microservices: Real Architectural Patterns,Fábio Prado - Overview sobre índices - DBA Brasil 1.0,NoSQL Performance Benchmarks,SQL vs NoSQL: you do want to have a relational storage by default - Enterprise Craftsmanship,7 Questions to Ask Before Your Next Digital Transformation
-730957269757756529,Por que a limitação da banda larga é uma forma de ignorar o futuro,"Bitcasa killing Drive cloud storage service on May 20, will focus on 'growing platform business'","Blockchain open sources Thunder network, paving the way for instant bitcoin transactions",Making open source data more available,"contentId
-6878119266243511199    Google acquires Synergyse, an interactive trai...
-6878119266243511199    Google acquires Synergyse, an interactive trai...
Name: title, dtype: object",Google researchers teach AIs to see the important parts of images - and tell you about them
-729129249377835720,The Spotify Blog,"thinkseg traz o seguro ""pague conforme você usa"" para taxistas",Cafeteria compra item de Pokémon Go para aumentar movimento - e funciona,77 Startups Powering The Future Of Farming And Agribusiness,Accenture and Adboe team on customer enegagement,Liberty vai adotar telemetria e baratear seguro para bons motoristas
-724699218170106849,Tensorflow wins,The AI business landscape,Deep learning software knows that a rose is a rose is a rosa rubiginosa,"Meet Parsey's Cousins: Syntax for 40 languages, plus new SyntaxNet capabilities","Swarm A.I. Correctly Predicts the Kentucky Derby, Accurately Picking all Four Horses of the Superfecta at 540 to 1 Odds","Apple acquires Turi, a machine learning company"
-721732705314803549,"Webinário gratuito ""Como analisar um AWR Report""",Java Tools and Technologies Landscape Report 2016 | zeroturnaround.com,Google segue Microsoft e lança ferramenta analítica grátis,Code reuse in microservices architecture - with Spring Boot,Elasticsearch Parent/Child Relationship for Document Security,The Definitive Guide to Database Version Control
-703416562539077070,Scrum Community - Scrum Alliance,Uma recepção eficiente,Introducing JQL: A Query Language for Analytics,"April Fools - Google apresenta o realBooks, a melhor forma de ler os seus livros digitais | Google Discovery",Caravel: Airbnb's data exploration platform - Airbnb Engineering & Data Science,"Google I/O: Expect A.I., virtual reality"
-692972306229904743,Blockchain won't kill banks: Bitcoin pioneer,Google will stop supporting physical Google Wallet cards on June 30,Brazil's Banco Bradesco Joins R3 Consortium - CoinDesk,What Google AMP Means for Every Marketer,Nubank pode fechar as portas se BC confirmar mudança amanhã,Bradesco vai testar tecnologia por trás do bitcoin em São Paulo
-686679025328909441,Ibope revela lojas de e-commerce com maior recomendação no Brasil - B!T magazine,O IPO é a saída para a Netshoes?,Alibaba quebra recorde de vendas no Dia dos Solteiros - e-commerce,Netshoes e Zattini anunciam 30 dias de Black Friday,"'Uber do ônibus' derruba custo e acaba com engarrafamento, aponta estudo",Ranking 50 Maiores Empresas do E-commerce Brasileiro/2016
-667193404227875686,The Drive to Bank on Digital,"Idwall, a startup de dados que bancos, fintechs e empresas de pagamento estão de olho.",Itaú é pioneiro do blockchain,"Simple rolls out shared bank accounts that work for anyone, including roommates",Visa lança desafio para startups de tecnologia - Startupi,Cade autoriza Itaú Unibanco e Mastercard a criarem nova bandeira de cartão
-662806181534790446,Wells Fargo to Verify Customers through Eye Prints,"Blockchain open sources Thunder network, paving the way for instant bitcoin transactions","Bitcasa killing Drive cloud storage service on May 20, will focus on 'growing platform business'","contentId
-6878119266243511199    Google acquires Synergyse, an interactive trai...
-6878119266243511199    Google acquires Synergyse, an interactive trai...
Name: title, dtype: object",Making open source data more available,The future is the trust economy
-655909700262679295,Banco desafia empreendedores e estudantes de tecnologia a buscarem inovação para processos | EXAME.com,MOBILE TIME - Nascem os primeiros chatbots brasileiros,Visa lança desafio para startups de tecnologia - Startupi,Microsoft and Bank of America Merrill Lynch Collaborate to Transform Trade Finance Transacting With Azure Blockchain as a Service,Banco Original adota Bot no Messenger do Facebook,Serviços na nuvem pública mais que duplicam até 2020 - B!T magazine
-637050915727878966,Most experts say AI isn't as much of a threat as you might think,Why Netflix thinks its personalized recommendation engine is worth $1 billion per year,"Swarm A.I. Correctly Predicts the Kentucky Derby, Accurately Picking all Four Horses of the Superfecta at 540 to 1 Odds",The Skills You'll Need and the Salary You Can Expect as a Data Scientist,Tensorflow wins,Google Calendar for Android can now find meeting times that work for everyone
-635870441391555852,Pago é a nova aposta da Nexxera.,"Em 2017 será possível ignorar totalmente o cartão físico, garante Itaú","contentId
6690761795935927461    Webinars | MATERA Systems
6690761795935927461    Webinars | MATERA Systems
Name: title, dtype: object","Elopar lança o ""Digio"", cartão para brigar com Nubank",Sesi oferece curso de LIBRAS com certificação de 40 horas,"Simple rolls out shared bank accounts that work for anyone, including roommates"
-634395794651424614,Why Barclays Sees Banking's Future as an Information Business,Qual o estágio de transformação digital das empresas? Líderes de TI compartilham experiências,Facebook wants to change the way Australians use mobile banking,The future is the trust economy,"[Tools] Personal Kanban in ""Favro""",[Tools] XMind Plus - Last Chance for students' 1$ gift
-624901815223005993,"A.I. Duet, crie melodias usando o aprendizado de máquina do Google | Google Discovery",8 Best Machine Learning Cheat Sheets,Introducing the new Google Play Music,Inteligência artificial do Google é capaz de fazer leitura labial | Google Discovery,A Beginner's Guide To Understanding Convolutional Neural Networks,Deep Learning Race: A Survey of Industry Players' Strategies - Intuition Machine
-615912190028612956,"Ser um bom líder depende de inúmeros fatores. Mas um deles, segundo o inglês Simon Sinek, é importantíssimo: a coragem para proteger as equipes e para arriscar quando necessário",What Science Tells Us About Leadership Potential,O que você deve fazer para se tornar um líder melhor?,Fazer coisas acontecerem: Os 3 Mindsets que te ajudarão,Qual é o valor da área de T&D na sua empresa?,Investimentos em coaching e mentoring aumentam nas empresas
-615862350872519037,Facebook cria e-commerce para concorrer com eBay,"Infracommerce, operadora de e-commerce da Ambev e Alpargatas, recebe aporte de R$ 40 mi",Pão de Açúcar tem rombo de R$ 512 milhões com fraude em e-commerce,O IPO é a saída para a Netshoes?,Correios lança serviço de logística integrada para e-commerce - IDG Now!,Startups matam. E suas vítimas são as empresas que ainda não entendem o que é a Economia do Acesso
-614408900691920886,X-Men | São Paulo vai receber exposição sobre filmes da saga,Falling for Web Components,Black Friday salva o ano do e-commerce,Dafiti registra alto crescimento no 1º semestre de 2016,Mercado de Cosméticos no Brasil - Setor que não conhece crise!,"No ano em que a Apple completa 40 anos, confira a evolução do iPhone"
-605114438206384896,"A sneak peek at Google's upcoming travel app, Trips",Manhattan CRE prices spark a mass exodus of startups to Brooklyn,Everything you need to know about the big changes coming to Newark airport,"Google's head of advertising talks ad blocking, mobile and micropayments","Google CEO: Mobile will fade, AI will rise",9 Non-Threatening Leadership Strategies for Women
-601952361752157430,Cannes Lions 2016: Tecido tecnológico do Google leva GP de Product Design,"""5G está para IoT como 4G esteve para o Smartphone"", saiba as apostas da Intel para 2017","Meet Parsey's Cousins: Syntax for 40 languages, plus new SyntaxNet capabilities",Artificial Intelligence Software Is Booming. But Why Now?,"Franz - from idea to 10,000 daily active users in 26 days - Meet Franz","Terrapattern is reverse image search for maps, powered by a neural network"
-595851741330881198,The Risks and Rewards of Fully Decoupling Drupal | Acquia,How to choose algorithms for Microsoft Azure Machine Learning,"Need Some AI? Yeah, There's a Marketplace for That",Apache Spark 2.0 Preview: Machine Learning Model Persistence,The Internet of Things is looking for its VisiCalc,The new paradigm for human-bot communication
-582471538642477927,Authenticated User Page Caching (Authcache),"Google saves Allo conversations, a win for machine learning but a loss for privacy - Tech2",ConstraintLayout - Part 1,How Do Top Android Developers QA Test Their Apps?,Kubernetes 1.3 on tap for Google Container Engine,Reactive log stream processing with RxJava - Part I
-559964548932224920,Jeff Seguros: SEGUROS E GAMES,Seguradora aposta em inovação e criatividade para driblar a crise,"contentId
7078276984547732873    How Companies Are Using Machine Learning to Ge...
7078276984547732873    How Companies Are Using Machine Learning to Ge...
Name: title, dtype: object",The Real Lesson for Data Science That is Demonstrated by Palantir's Struggles,Scientists discover potentially habitable planets,Qual é o país mais inovador do mundo?
-555187669877280641,Introduction to Natural Language Processing - University of Michigan | Coursera,Python Ecosystem for Machine Learning - Machine Learning Mastery,DeepMind moves to TensorFlow,"How Google is Remaking Itself as a ""Machine Learning First"" Company - Backchannel",Mapping the World of Music Using Machine Learning: Part 1 - iHeartRadio Tech Blog,Machines are learning to find concealed weapons in x-ray scans
-548976469460064550,Using Honcho to Create a Multi-Process Docker Container,DevOps requer profundas mudanças operacionais que o CIO precisa promover - CIO,"Docker - Build, Ship, and Run Any App, Anywhere",Introducing LambCI - a serverless build system,"DevOps security requires new mindset and tools for visibility, automation",Kubernetes
-541666025693385823,Calm down: Google's use of Material Design on iOS is fine,Alecrim/AlecrimCoreData,How We Lost 47% of Our Users After a Redesign | Icons8,"Facebook Workplace officially launches on the web and iOS, set to compete head-on with Slack",WWDC 2016 preview: How to watch &amp; what to expect at Apple's event on Monday,20 Percent Will Stop Reading Your Email If You Make This One Mistake
-538948733779286129,The Physical Web,"Here's what Viv looks like, the next generation AI assistant built by Siri creator",Event Map For Google I/O 2016 Released,New Sessions Added To Google I/O 2016 Schedule,Deep learning software knows that a rose is a rose is a rosa rubiginosa,"Apple acquires Turi, a machine learning company"
-535029905294961110,Why a Universal Language Will Never Be a Thing,Ray Kurzweil Predicts Three Technologies Will Define Our Future,"How Google is Remaking Itself as a ""Machine Learning First"" Company - Backchannel",Restb.ai: Why custom computer vision as a service makes sense | ZDNet,Using TensorFlow and JupyterHub in Classrooms,Making Sense of Unstructured Data with Google Cloud NL API
-532999578436827210,IBM Seeks to Simplify Graph with New Titan Service,"At eBay, Machine Learning is Driving Innovative New Approaches to Search Experiences",Uma recepção eficiente,2016 will be the year of conversational commerce - Chris Messina,Caravel: Airbnb's data exploration platform - Airbnb Engineering & Data Science,Understanding the Twitter topic Tracker
-519908173368613957,8 Best Machine Learning Cheat Sheets,Apache Spark 2.0 Preview: Machine Learning Model Persistence,Inteligência artificial do Google é capaz de fazer leitura labial | Google Discovery,Google supercharges machine learning tasks with TPU custom chip,Machines are learning to find concealed weapons in x-ray scans,"A.I. Duet, crie melodias usando o aprendizado de máquina do Google | Google Discovery"
-518690781085251687,What's the Best Cloud? Probably GCP,Scanning hyperspace: how to tune machine learning models,Google Cloud Datastore gets faster cross-platform API,CoreOS's rkt Container Engine Hits 1.0,Spotify's Event Delivery - The Road to the Cloud (Part III),Google Is About to Supercharge Its TensorFlow Open Source AI
-502840688786875793,O IPO é a saída para a Netshoes?,Biggy quer melhorar recomendação de produtos no e-commerce nacional com big data - Empresas Tech,"Infracommerce, operadora de e-commerce da Ambev e Alpargatas, recebe aporte de R$ 40 mi",Ibope revela lojas de e-commerce com maior recomendação no Brasil - B!T magazine,Facebook cria e-commerce para concorrer com eBay,Alibaba quebra recorde de vendas no Dia dos Solteiros - e-commerce
